source_review_id,slug,name,nose,palate,finish,conclusion_marcel,conclusion_sascha,source_url,source_api_endpoint,source_confidence,extraction_method
411,mac-talla-2009-2024-feis-ile-2024-morrison-scotch-whisky-distillers,Mac-Talla (2009/2024) Feis Ile (2024) - Morrison Scotch Whisky Distillers,"From the very first nosing, it is clear that a lot is happening in the glass. A strong plume of smoke meets burning elderberry, followed by a slightly leathery note reminiscent of well-worn leather shoes. This is joined by more unusual accents such as sweaty feet - yes, really - and a chalky freshness. But before that puts you off: the smoke skilfully softens the whole thing and is accompanied by sweet notes of caramel, blood orange and candy floss. A wild but fascinating combination.","The first sip brings with it an earthy spiciness, followed by an intense citrus note. Then the peat smoke hits with full force - almost like a whack-a-mole game with different smoke flavours that keep coming from different directions. However, the Mac-Talla not only remains smoky and strong, but also has a lovely sweetness reminiscent of dried fruit. A hint of turmeric gives the whole thing a spicy, slightly exotic flavour.","This shows that we are dealing with a well thought-out Islay whisky. The finish is long, full-bodied and remains earthy. A slightly nutty note resonates while the smoke slowly dissipates and leaves a pleasant warmth behind.","This Mac-Talla 2009/2024 Feis Ile is a real fireworks display for the senses: smoky, sweet, and with a touch of madness – exactly what you expect from an Islay dram. A whisky that’s great fun and simply captivates with its complex aroma profile, even if the sweaty sock note is a bit daring. For fans who like to enjoy something off the beaten path, this is a bullseye!","The Mac-Talla 2009/2024 impresses with an outstanding balance between intense peat smoke and complex sherry notes that give it depth and structure. The unusual but well-integrated aromas like chalky freshness and spicy turmeric speak to a thoughtful composition that harmoniously rounds off the long, earthy finish. A technically solid example of modern Islay whisky with character.",/whisky-reviews/mac-talla-2009-2024-feis-ile-2024-morrison-scotch-whisky-distillers,/api/whisky-reviews/mac-talla-2009-2024-feis-ile-2024-morrison-scotch-whisky-distillers,high,api_json
416,ballindalloch-2016-2024-8-years,Ballindalloch 8 Years (2016/2024),"The first sniff reveals a floral splendour reminiscent of rose water and gardens in bloom. Underneath, notes of green apple and a fine, perfumed elegance resonate. Despite the high alcohol content, the ethanol scent is only subtly perceptible and only lends the whisky a subtle spiciness. Over time, vanilla and oaky nuances are added to round off the flavour.","The first sip surprises with a waxy texture and a tangy freshness that invigorates the palate. The flavour is dominated by malty and cereal notes that shape the character of the whisky. A pinch of parsley gives it an unexpected but pleasant spiciness, while vanilla and a certain clarity of flavour provide balance. This whisky puts the grain centre stage.","The finish is short, but by no means insignificant. A warming sensation spreads, accompanied by the subtle bitterness of the oak. This slight astringency contrasts nicely with the initial sweetness and leaves a clean, inviting aftertaste.","The Ballindalloch 2016/2024 8 Year brings a breath of fresh air to the Speyside scene: powerful, sweet, and with a charming spiciness that leaves you wanting more. Its floral and malty notes deliver pure drinking pleasure, even if the short finish could use a bit more depth. A fantastic companion for anyone who appreciates young whisky with character and a touch of humor.","A well-structured Speyside whisky that impresses with its balanced interplay of malt, grain, and wood notes. The high alcohol strength supports the intensity without overshadowing the delicate floral and spicy aromas. Only the comparatively short finish limits the full enjoyment potential of this technically intriguing 8-years dram.",/whisky-reviews/ballindalloch-2016-2024-8-years,/api/whisky-reviews/ballindalloch-2016-2024-8-years,high,api_json
422,glen-scotia-2024-14-years-icons-of-campbeltown-release-no-2-the-dragon,Glen Scotia 14 Years (2024) Icons of Campbeltown - Release No. 2: The Dragon,"A mixture of strong oak and an unexpected note of boiled egg - not unpleasant, but unusual. Behind this, a nutty depth unfolds with pistachios and pecan, accompanied by an underlying dark fruitiness. Plums and a hint of lime provide an exciting balance, while white pepper adds a spicy sharpness. A fragrance that unfolds and reveals new facets with every sniff.","Bone-dry and astringent - as if you had taken a sip from an old oak barrel. The maritime flavour is unmistakable, with salty notes mingling with the short, pithy oak. Despite the strength, the alcohol is very well integrated, giving the whisky structure. The mouthfeel is intense and sophisticated - a whisky that is uncompromising and certainly not immediately appealing to everyone.","Chilli heat meets the subtle sweetness of brown sugar. But that's not all - a pebbly, stony note remains, almost as if you were breathing over a salty sea cliff.","Anyone searching for a whisky with character can look forward to a rugged, maritime adventure. The Dragon challenges the palate with its dry, spicy nature and rewards patience with a complex depth – this is not a whisky to be casually sipped, but one to be savored with reverence.","A complex and powerfully structured malt that impresses with its intense wood notes and a balanced salt-and-pepper spiciness. The high alcohol strength is harmoniously integrated, yet the pronounced dryness and astringent mouthfeel make it a demanding whisky, appealing especially to experienced connoisseurs.",/whisky-reviews/glen-scotia-2024-14-years-icons-of-campbeltown-release-no-2-the-dragon,/api/whisky-reviews/glen-scotia-2024-14-years-icons-of-campbeltown-release-no-2-the-dragon,high,api_json
473,kingsbarns-balcomie,Kingsbarns Balcomie,"Right from the first sniff, Balcomie reveals its fresh character. Vanilla rises to the nose, followed by crisp apples and pears. A hint of Federweißer adds a certain liveliness. Subtle notes of milk chocolate and a grainy base aroma reminiscent of freshly malted barley round out the profile.","On the palate, the whisky is malty and fruity-fresh. Notes of fruit bread and coconut lend it a sweet, slightly exotic component. The spice remains pleasantly restrained: white pepper, gentle oak spice, and a hint of cinnamon provide balance. Despite its youth, the Balcomie remains smooth and well-rounded.","The finish is spicy and warming. Clove and hazelnut leave a pleasant impression. A slight youthful character shines through, but the overall picture remains harmonious.","The Kingsbarns Balcomie is a pleasant companion for cozy evenings, offering plenty of drinking pleasure with its sweet vanilla and fruity notes. While it remains unpretentious and doesn’t revolutionize the whisky world, it convinces with its soft, approachable character – perfect for anyone seeking uncomplicated Lowland enjoyment.","The balance and structure of the Kingsbarns Balcomie are well executed, with a harmonious blend of sweet sherry aromas and delicate spice. Despite its youthful nature, the whisky feels rounded and balanced without making any bold statements – a solid Lowlander that stands out especially for its elegant fruitiness.",/whisky-reviews/kingsbarns-balcomie,/api/whisky-reviews/kingsbarns-balcomie,high,api_json
407,kilkerran-2024-8-years-batch-10,Kilkerran 8 Years (2024) Batch 10,"The first impression? Herbal spice meets a pinch of curcuma - exotic, but not overpowering. There is also a slight hint of peat smoke, which combines elegantly with blossom honey. But then it comes: a bacony undertone with an almost medicinal note, reminiscent of bath concentrate with spruce needles. Sounds wild? It is - but in a really good way!","Sweet red fruits open the game, but a decent volume of smoke is quickly added. The whisky is oily, full-bodied and has an astringent dryness that creates tension. Brown sugar rounds off the whole and lends a pleasant sweetness that blends wonderfully into the overall picture.","Clearly earthy, with a dry, almost dusty smokiness reminiscent of a BBQ that has gone out. A finish with character that doesn't disappear too quickly.",This Kilkerran 2024 Batch 10 is a spirited dram that really delights with its smoky spice and sweet fruit notes. The robust strength delivers plenty of drive without overshadowing the subtle nuances – a true Campbeltown classic to savor and admire.,"At 57.4% ABV, the Kilkerran 2024 Batch 10 presents itself as a complex, well-structured whisky that balances smoke, spice, and sweetness harmoniously. The earthy finish and astringent dryness provide a long-lasting finish, giving this Campbeltown whisky a particularly distinctive character.",/whisky-reviews/kilkerran-2024-8-years-batch-10,/api/whisky-reviews/kilkerran-2024-8-years-batch-10,high,api_json
466,deanston-12-years,Deanston 12 Years,"The Deanston 12 is a fresh, lively Highlander. Vanilla and honey are immediately present and bring a lovely sweetness. These are joined by cereal notes and the scent of green apple, which makes the whole thing fruity and light. The hint of freshly cut wood, reminiscent of a carpenter's workshop, is particularly exciting. And if you sniff closely, you will discover a subtle nuttiness that pleasantly rounds off the whisky.","Soft, but present. Walnuts and distinctive oak provide a pleasant spiciness, while honey and vanilla literally spread out in the mouth - and do so for a long time. There is also a floral, slightly grassy note reminiscent of a summer meadow. The citrus-like acidity, which is somewhere between grapefruit and lemon zest, is particularly exciting. This provides a lovely freshness without the whisky becoming too sour.","The finish is medium to long and has a spicy, fruity sweetness. Particularly striking: the fine black tea flavour, which provides a pleasantly dry finish. Not a big hit, but a nice, well-rounded thing.",A whisky that’s fun without ever being overbearing – the Deanston 12 is like a good friend who’s always up for a relaxed evening with subtle vanilla and honey notes. It has character and a pleasant freshness that makes drinking it a real pleasure. Perfect for anyone looking for an uncomplicated yet far from boring Highlander!,"The Deanston 12 presents a well-balanced combination of sweet vanilla and honey notes, supported by a subtle oak spiciness and a fresh citrus touch that keeps the overall impression structured and lively. The medium-length finish with delicate black tea tones provides a dry, harmonious conclusion. Overall, a technically well-crafted Highland malt with enjoyable drinkability and a clearly defined profile.",/whisky-reviews/deanston-12-years,/api/whisky-reviews/deanston-12-years,high,api_json
471,teeling-rose-wine-cask,Teeling Rose Wine Cask (2022),"The first impression is typically Irish: mild and smooth with a pleasant citrus note. Then it gets more interesting – fruity, almost wine-like aromas meet a solid dose of oak. Fresh sawdust comes through, accompanied by a subtle, nutty bitterness in the background.","The whiskey starts off smooth but carries a distinct woodiness. Earthy tones and fresh wood dominate, with oak once again playing a strong role. A particularly intriguing hint of red fruit bitterness adds depth and complexity.","The finish is medium-long and surprisingly spicy for an Irish whiskey. A pleasant warmth spreads, slightly sharp with a tingling sensation. Hints of wild berry jam shine through, adding a sweet and fruity touch.","The Teeling Rose Wine Cask brings a bold fruity note to the glass, adding plenty of character and delivering drinking pleasure with surprising accents. It’s a good choice for a relaxed evening, though it lacks a bit of the wow factor for long-term enjoyment. An Irish whiskey that’s fun without being overwhelming.","The Teeling Rose Wine Cask displays an interesting balance between fruity freshness and a distinctive wood note that gives it structure. Despite the intriguing aromas, the complexity remains rather moderate, making it a solid but not outstanding representative of Irish whiskeys. Definitely recommended for fans of well-crafted, artisanal bottlings.",/whisky-reviews/teeling-rose-wine-cask,/api/whisky-reviews/teeling-rose-wine-cask,high,api_json
467,roseisle-12-years-origami-kite-2-diageo-special-releases-2024,Roseisle 12 Years Origami Kite 2 - Diageo Special Releases (2024),"The first impression is characterised by a warm maltiness that combines with honey-like aromas. Apple crumble brings a beautiful, buttery-fruity component into play, while fresh wood and mint provide a certain lightness. A subtle candyfloss note lends the whisky a gentle sweetness. Overall, a pleasant, typical Speyside profile, but without any major surprises.","On the palate, the Roseisle 12 Years is unexpectedly herbal, which gives it an interesting, slightly bitter flavour. This is followed by a creamy vanilla ice cream sweetness, which is quickly overlaid by strong oak and spicy ginger. Forest honey provides a pleasant depth and a buttery croissant note gives the whisky a certain elegance. The 55.6% ABV is well integrated, but still gives the whisky a noticeable strength.","The finish is long, spicy and dry, with dominant oak and an interesting mix of apricot, sandalwood and cinnamon. A slight white pepper note provides additional spiciness. Not spectacular, but a solid and aromatically well-balanced finish.","If you're looking for a solid Speyside whisky with a good punch, the Roseisle 12 Year Origami Kite 2 is a pleasant companion that’s fun to enjoy at cask strength. However, it lacks that certain something to truly stand out from the crowd – and the price is simply too ambitious for a newcomer.","The Roseisle 12 Year presents a balanced structure with clearly defined malt, herbal, and wood notes, yet it remains conventional and somewhat uninspired. The 55.6% ABV is well integrated, but the value for money suffers due to its limited complexity compared to established Speyside whiskies.",/whisky-reviews/roseisle-12-years-origami-kite-2-diageo-special-releases-2024,/api/whisky-reviews/roseisle-12-years-origami-kite-2-diageo-special-releases-2024,high,api_json
334,compassbox-artist-blend,Compass Box Artist Blend,"On the nose, the Artist Blend reveals an enticing mix of fruity and sweet notes. Fresh apples and pears dominate, accompanied by hints of ripe peaches. Subtle nuances of coconut and butter biscuit lend a creamy sweetness to the bouquet. Touches of salted caramel, cereal, honey, cotton candy, and vanilla round out the aroma profile.","On the palate, the whisky is exceptionally creamy and mild. The vanilla notes harmonize with light fruit nuances, while a subtle spiciness and cereal elements provide balance. A hint of toffee and exotic passion fruit enrich the flavor profile.","The finish is pleasantly long, emphasizing the spicy components. Lovely oak notes, paired with cardamom, leave a slightly warming sensation.",A wonderfully approachable whisky that delights with its creamy texture and fruity aromas. The Artist Blend is like a friendly companion that pampers the palate without being overly complicated – perfect for anyone seeking uncomplicated enjoyment.,"The Compass Box Artist Blend strikes a successful balance of fruity freshness and subtle spice, supported by a solid structure with an elegant oak note. Despite its simplicity, it impresses with harmonious complexity and a precise blending of its components.",/whisky-reviews/compassbox-artist-blend,/api/whisky-reviews/compassbox-artist-blend,high,api_json
470,talisker-x-parley-wilder-seas-xo-cognac-cask-finish-2023,Talisker x Parley - Wilder Seas - XO Cognac Cask Finish (2023),"From the very first sniff, Wilder Seas greets us with an unexpectedly charming note: subtle smoke meets a warm, sweet wave of cognac. This is joined by a maritime, salty freshness reminiscent of a gentle sea breeze. If you take a closer look, you will find dark berries and a pleasant spiciness. Very pleasant and inviting overall - the wild sea seems to be in the distance here.","You might expect a powerful, harsh storm on the tongue - but instead there is a surprisingly harmonious interplay of sweet smoke, peppery spice and fruity notes. Sweet smoke, not too intrusive, rather warming and soft, plays with salted caramel and plum - a perfect combination of salty sweetness and fruity freshness. Citrus zest and wet wood add a touch of spice and depth, while herbs make a playful appearance here and there.","In keeping with the overall experience, the finish is not a wild storm, but a gentle glide. Very salty, slightly astringent, calm with a hint of seaweed. A beautiful maritime finish that maintains the Talisker DNA.","Wilder Seas surprises with its gentle nature – not a storm, but a smooth breeze of sweet smoke and maritime notes that’s simply enjoyable. For under 40 euros, you get a charismatic Talisker that leaves you wanting more without overwhelming you. Those hoping for a wild sea experience might be disappointed, but in return, you get an all-around pleasant companion.","This bottling impresses with its balanced interplay between a sweet Cognac finish and maritime saltiness, while the 48.6% ABV drinking strength adds precise depth. Despite the evocative name, it lacks some of the expected intensity, positioning this Talisker as a harmoniously structured, elegant single malt with a clear focus on complexity.",/whisky-reviews/talisker-x-parley-wilder-seas-xo-cognac-cask-finish-2023,/api/whisky-reviews/talisker-x-parley-wilder-seas-xo-cognac-cask-finish-2023,high,api_json
469,lagavulin-2024-12-years-fireside-tales-diageo-special-releases-2024,Lagavulin 12 Years (2024) Fireside Tales - Diageo Special Releases (2024),"Nose in and... Boom! A cloud of oil with a vanilla explosion meets cold smoke. Not that aggressive, medicinal Ardbeg smoke, but rather the subtle campfire flavour with a warming undertone. There is also a mineral flavour - almost as if someone had walked through a pine forest with a tropical fruit salad. Pineapple? Check. Peach? Check. A hint of banana? That's right. And somewhere in the background, a sea breeze blows past, reminiscent of salty spray. Sounds exciting? Yes! Are expectations rising? Oh yes!","Then the first sip - and oops, the fairy tale takes a sudden turn. Instead of sweet fruit, there is a good dose of ginger and bitter spiciness. This is joined by white pepper and, of course, the typical Lagavulin smoke - but this time cooler than usual. Fruit? Hardly at all. Instead, a curious mix of grilled vegetables, especially peppers, with a pinch of seaweed.","This is where the whisky comes into its own. Suddenly the pineapple reappears, as if it had got lost for a moment. Fruity, long-lasting and warming. There is also a light tar note and a hint of black pepper. Voluminous, intense - exactly what you want from a good Islay whisky.","This Lagavulin 2024 12 Years Fireside Tales is like an evening chat by the fireplace – full of character, with smoky surprises and a touch of humor. It’s not quite the masterpiece you might expect, but that’s exactly what makes it charming and enjoyable for anyone who likes to embark on an unusual, fruity-vegetal journey. If you’re looking for a smoky Islay with some rough edges, this one definitely delivers the fun.","The Fireside Tales presents an interesting balance between smoky intensity and complex fruit notes, but it loses some precision due to a somewhat inconsistent aroma profile. The structure feels robust, yet it lacks the elegance and harmony that define a Lagavulin 16. For fans of technically demanding Islay whiskies, it still offers an intriguing variation with unusual vegetable and ginger notes.",/whisky-reviews/lagavulin-2024-12-years-fireside-tales-diageo-special-releases-2024,/api/whisky-reviews/lagavulin-2024-12-years-fireside-tales-diageo-special-releases-2024,high,api_json
440,highland-park-2006-2024-18-years-signatory-vintage,Highland Park 18 Years (2006/2024) - Signatory Vintage,"The first sniff unveils a wonderfully complex bouquet: freshly cut grass, sun-dried hay, and a subtle maltiness set the stage. Fruity undertones follow – think a basket of ripe fruits, led by baked apples. There’s a delicate, pleasant smokiness intertwined with a maritime breeze that completes this aromatic symphony.","The palate keeps the intrigue alive with its distinctive maritime foundation. Ripe apples and a touch of caramel add sweetness, while hay and a slight chalky note provide a grounding earthiness. Despite its 52 % ABV, the whisky feels incredibly smooth and well-rounded – a testament to its exceptional balance.","The finish is as rewarding as the palate. Notes of candied apples and a hint of honey meet a gentle peatiness. This peat doesn’t overwhelm but rather adds depth and volume, lingering gracefully on the tongue and inviting another sip.",A Highland Park that simply delights with its maritime freshness and perfectly integrated peat smoke – the balance between character and drinking pleasure is spot on here. A whisky that captivates both connoisseurs and curious enthusiasts alike with its lively fruit basket and pleasant sweetness. Absolutely recommended for anyone seeking a multi-layered yet approachable single malt.,"This 18-years Highland Park from Signatory Vintage impresses with its balanced structure and the harmonious integration of its 52% ABV. The complex combination of maritime notes, ripe apples, and subtle peat smoke presents a precise flavor profile with a long-lasting finish. A technically sound whisky that clearly reflects the distillery’s signature while skillfully complementing the independent bottler’s style.",/whisky-reviews/highland-park-2006-2024-18-years-signatory-vintage,/api/whisky-reviews/highland-park-2006-2024-18-years-signatory-vintage,high,api_json
344,ncnean-organic-cask-strength-batch6,Nc'Nean Organic (2019/2024) Cask Strength Batch GD06,"The first sniff reveals complex aromas. Ripe fruits such as peach and apple dominate, accompanied by a hint of citrus fruit and forest honey. A slight alcoholic note is present, but not overpowering. Caramel and butter biscuit provide additional sweetness, while a hint of orange adds a fresh component.","The attack in the mouth is oily and syrupy, with an intense peach note reminiscent of a bomb. Sugary sweetness and vanilla combine with forest honey to create a harmonious overall picture. Interestingly, a slightly spicy cereal note emerges, reminiscent of rye, although there is no rye in the whisky.","The finish is characterised by light oak, accompanied by a spicy aftertaste. The bready notes and the return of stone fruit ensure a lasting impression.","This Nc'Nean Organic Cask Strength is a genuine taste experience that’s simply fun with its fruity power and oily, syrupy texture. Despite the robust 60%, it feels surprisingly smooth and proves that organic whisky can be not only sustainable but also truly delicious.","With a balanced structure between intense fruitiness, subtle spice, and a harmonious oak finish, this Nc'Nean Organic 2019/2024 Batch GD06 demonstrates that cask strength and balance can go hand in hand. Its complex aroma profile and meticulous craftsmanship make it a technically impressive yet approachable Highland whisky.",/whisky-reviews/ncnean-organic-cask-strength-batch6,/api/whisky-reviews/ncnean-organic-cask-strength-batch6,high,api_json
468,jameson-caskmates-ipa-edition-release-2017,Jameson Caskmates IPA Edition (2017),"Right from the first sniff, the Caskmates IPA Edition feels refreshing and vibrant. A noticeable citrus aroma emerges, accompanied by green apples and a subtle, underlying hint of hops. Despite these additional accents, the familiar Jameson DNA remains intact – mild, light, and inviting.","On the palate, the whiskey delivers an unexpected spiciness. Alongside Jameson’s characteristic smoothness, delicate garden herbs appear, blending with a subtle hop presence to create an intriguing nuance. A touch of bitter oak adds depth without compromising the whiskey’s inherent Irish lightness. It’s an interesting twist on the classic, though not a radical reinvention.",The finish is rather short but pleasantly warming. Hints of ginger bring a gentle heat before ripe apple and citrus notes take over. A light touch of oak lingers in the background.,"Jameson Caskmates IPA Edition surprises with its lively freshness and hoppy accents, giving the classic a fun twist. It’s not a dramatic transformation, but just right for relaxed evenings when you simply want to enjoy without any fuss.","The IPA Edition from Jameson presents itself as a well-balanced variation with clear structure and subtle spice, respecting the mild base character. The integration of hop and citrus notes is successful yet restrained, providing a delicate complexity without overwhelming the palate.",/whisky-reviews/jameson-caskmates-ipa-edition-release-2017,/api/whisky-reviews/jameson-caskmates-ipa-edition-release-2017,high,api_json
399,ayrers-red-organic-single-malt-2019-2024,Ayrer's Red Organic Single Malt (2019/2024),"On the nose, the malt unfolds a bouquet of toffee and roasted chestnuts. Fruity notes of mirabelle plums, with hints of orange, and ripe pear complement the aroma. A distinct malty presence rounds off the scent experience.","On the palate, this single malt surprises with a smooth and well-balanced texture. The fruity pear notes continue, accompanied by a slight berry-like acidity. While the whisky is not overly complex, it impresses with a pleasant and enjoyable flavor profile.",The finish is very short but offers subtle spicy notes and a tingling sensation that rounds off the tasting experience.,"Fruity, malty, and surprisingly rounded – this young Ayrer's Red Organic Single Malt brings fun to the glass and proves that skilled craftsmanship can produce top-notch whisky even in Germany. A delicious companion for relaxed evenings that leaves you wanting more, although a bit more depth wouldn’t have hurt.","The Ayrer's Red Organic Single Malt presents itself as structured and well-balanced, with fruity and malty notes blending harmoniously. Despite its youth, it still lacks some complexity and length in the finish, but remains a solid representative of German craft whiskies with clean execution.",/whisky-reviews/ayrers-red-organic-single-malt-2019-2024,/api/whisky-reviews/ayrers-red-organic-single-malt-2019-2024,high,api_json
454,glenturret-12-years-release-2024,Glenturret 12 Years (2024),"Right from the start, it's clear that this whisky is a more refined and complex version of the Triple Wood. Cinnamon and oak set striking accents, accompanied by dark berries and a hint of dark chocolate. An inviting graininess adds warmth, while vanilla provides a subtle creamy sweetness.","The initial impression is wonderfully creamy, followed by a pronounced spiciness. The oak imparts a pleasant depth, while cinnamon and sugar resemble an intensely dark, caramelized pastry. Dark currants bring a fruity note, well-balanced by a light acidity. Overall, a powerful and well-structured taste that skillfully blends spice and sweetness.","The finish remains pleasantly soft and subtly oak-driven. A warming note runs throughout, accompanied by fruity sweetness and a distinct cinnamon spice. Light spice notes add a fine complexity, while the balance between wood and fruit remains intact.","A whisky that simply delights with its creamy texture and spicy fruit notes – perfect for cozy evenings when you’re looking for some depth and character. Sure, the price isn’t a bargain, but anyone who appreciates mature flavors and an intense tasting experience will be very well served here.","The Glenturret 12 Year 2024 impresses with its balanced interplay between spicy oak and fruity acidity, supported by a creamy mouthfeel. Despite its obvious maturity, it lacks a bit of final precision in places, which makes the somewhat higher price feel a bit questionable.",/whisky-reviews/glenturret-12-years-release-2024,/api/whisky-reviews/glenturret-12-years-release-2024,high,api_json
412,glenfiddich-2023-23-years-rude-olph-vame-malts,Glenfiddich 23 Years (2023) Rude Olph - VAME Malts,"The first impression? Sherry all the way! A pleasant aroma of dates and plums immediately hits the nose - ripe, dark fruit that makes you want more. This is accompanied by honey and a malty sweetness that is wonderfully balanced. After a few moments in the glass, vanilla, raspberries and even a hint of pumpkin reveal themselves. A slightly vinous touch rounds off the bouquet and adds complexity.","The first sip makes it clear that the ‘Rude Olph’ remains true to its flavour. Pumpkin and a pleasantly sweet fruitiness dominate the opening, accompanied by a hint of sultanas and biscuits. This combination feels almost cosy, like an autumn day by the fireplace. Malt also plays a key role and adds a lovely, sweet and warm note. The whisky is very mild and accessible - perfect for beginners, but experienced connoisseurs will also appreciate the harmonious balance.","Here, the whisky shows yet another facet: the finish is warming, slightly oaky and ends with a surprising note of burnt toast. This nuance gives the whole thing a little character without being too overpowering.","A whisky that scores primarily with its cozy, autumnal fruitiness and leaves you wanting more – perfect for relaxed evenings by the fireplace. Its gentle character and sweet sherry notes make it an accessible pleasure, even if it lacks that certain something for a true wow moment. Overall, a pleasant companion that charmingly surprises with its warm finish and subtle toasted bread note.","This 23-years bottling strikes a successful balance between sweet sherry aromas and a well-integrated malty structure that supports its complex flavor profile. The warming, lightly oaky finish with an unusual toasted bread note gives the whisky an interesting yet understated depth of character. Despite its mild approachability, the Glenfiddich Rude Olph manages to present a harmonious and thoughtfully crafted composition that appeals to seasoned connoisseurs.",/whisky-reviews/glenfiddich-2023-23-years-rude-olph-vame-malts,/api/whisky-reviews/glenfiddich-2023-23-years-rude-olph-vame-malts,high,api_json
423,lichtburg-2001-2023-21-years-historic-series-no-8-rolf-kaspar-gmbh,Lichtburg 21 Years (2001/2023) Historic Series No. 8 - Rolf Kaspar GmbH,"The first sniff reveals the depth of this whisky. A sumptuous bouquet unfolds: sweet wine flavours dominate at first, followed by ripe flat peach and juicy raspberries. These are joined by dark stone fruits - plums, perhaps a little blackberry. A malty note provides grounding, while a hint of caramel rounds off the composition. Subtle oak notes and an impression of damp autumn leaves provide a pleasant counterbalance to the fruitiness.","The first taste is soft and creamy, almost luscious. A warm mixture of vanilla and oak immediately unfolds, accompanied by a slightly honey-like sweetness. This is followed by an interplay of roasted pears and baked apple - a perfect interplay of flavours for cool autumn days. The texture is rich, almost buttery, with a nice balance between sweetness and spice. A hint of vanilla custard nestles on the palate, supported by gently toasted oak, which elegantly integrates the high alcohol content. Despite its strength, the whisky is harmonious and balanced.","It lingers on the palate for a long time, with a combination of almond notes and creamy vanilla custard. A hint of crème brûlée adds a sweet finish, while a warming spiciness lingers.","This Lichtburg 2001/2023 is a true autumn delight – powerful, warming, and full of seductive fruit and spice. Its creamy character turns every tasting into an experience that can be wonderfully sweetened with a piece of baked Camembert and caramelized pears. Those seeking character will find here a charming companion with edges and angles.","The Lichtburg 2001/2023 displays an impressive balance between sweet fruit aromas and an elegant, vanilla-infused oak note. Despite its robust 53.6% ABV, the texture remains buttery and the finish is long-lasting, featuring a fine interplay of almonds and spicy nuances. A technically well-structured Irish single malt that convinces through its harmony and depth.",/whisky-reviews/lichtburg-2001-2023-21-years-historic-series-no-8-rolf-kaspar-gmbh,/api/whisky-reviews/lichtburg-2001-2023-21-years-historic-series-no-8-rolf-kaspar-gmbh,high,api_json
461,heiligenbergfeld-2018-2022-oloroso-sherry-cask,HeiligenBergFeld (2018/2022) Oloroso Sherry Cask,"Upon the first nosing, an enticing bouquet of caramel and ripe stone fruits unfolds. A subtle, slightly musty undertone, accompanied by notes of cherry pits and an earthy hint, adds depth to the whisky.","On the palate, a red-fruity sweetness emerges, highlighting the stone fruit aromas once again. Nuances of leather and a prominent tobacco note lend character to the whisky. Molasses provides a pleasant sweetness, while a dry, slightly astringent texture and well-integrated oak notes round off the flavor profile. The oily consistency adds to the complexity.","The finish is long-lasting, characterized by spicy oak presence. A distinct sherry influence remains noticeable, ensuring a harmonious finale.",This HeiligenBergFeld 2018/2022 Oloroso Sherry Cask seduces with its intense fruity sweetness and spicy tobacco notes that leave you wanting more – though at times it still lacks a touch of velvety smoothness to fully crown the drinking pleasure.,"With a clearly defined cask strength and a precise balance between fruity sherry aromas and earthy leather notes, this single malt shows a solid structure, although a rounder texture could make the flavor profile even more harmonious.",/whisky-reviews/heiligenbergfeld-2018-2022-oloroso-sherry-cask,/api/whisky-reviews/heiligenbergfeld-2018-2022-oloroso-sherry-cask,high,api_json
464,dun-naomhaig-bay-batch-2-2023-feinkost-reifferscheid,Dun Naomhaig Bay Batch 2 (2023) - Feinkost Reifferscheid,"Upon the first nosing, a complex aroma unfolds. Grassy notes harmoniously blend with sweet honey and a hint of hemp. An intense campfire smoke, accompanied by bacon-like nuances and a touch of BBQ sauce, adds depth to the whisky. Subtle hints of red bell pepper and toasted breadcrumbs round off the bouquet.","On the palate, the whisky is full-bodied and creamy. Dominant cold smoke and ashy notes define the initial impression. This is followed by fruity hints of passion fruit, imparting a certain freshness to the taste. Notes of fresh hay and heather complement the flavor profile, ensuring a balanced interplay between smoke and freshness.","The finish is long-lasting, spicy, and marked by pronounced oak notes. A sensation reminiscent of smoldering coal lingers, while the whisky maintains an overall puristic character.","A real crowd-pleaser for Islay fans: this whisky delivers bold smoke alongside a lovely fruitiness that leaves you wanting more. Despite the high alcohol content, it feels lively and not overbearing – a fantastic companion for cozy evenings by the fire.",This bottling impresses with a clear structure where smoky and fruity elements harmonize in perfect balance. The long-lasting oak notes and its minimalist character make it a fine example of a complex Islay whisky with excellent balance.,/whisky-reviews/dun-naomhaig-bay-batch-2-2023-feinkost-reifferscheid,/api/whisky-reviews/dun-naomhaig-bay-batch-2-2023-feinkost-reifferscheid,high,api_json
